stops:	104								
{	5110	Ouderkerkerlaan	51095110	1	100	0	0	0	3	0	}
{	5111	Amstelveen_centrum	51105111	1	100	0	0	0	3	0	}
{	5112	Oranjebaan	51115112	1	100	0	0	0	3	0	}
{	5113	Onderuit	51125113	1	100	0	0	0	3	0	}
{	5114	Zonnestein	51135114	1	100	0	0	0	3	0	}
{	5115	Kronenburg	51145115	1	100	0	0	0	3	0	}
{	5116	Uilenstede	51155116	1	100	0	0	0	3	0	}
{	5117	Van_Boshuizenstraat	51165117	1	100	0	0	0	3	0	}
{	5118	A.J._Ernststraat	51175118	1	100	0	0	0	3	0	}
{	5119	De_Boelelaan/VU	51185009	1	100	0	0	0	3	0	}
{	5120	Spaklerweg	50125119	1	100	0	0	0	3	0	}
{	5121	Amstelstation	51195120	1	100	0	0	0	3	0	}
{	5122	Wibautstraat	51205121	1	100	0	0	0	3	0	}
{	5123	Weesperplein	51215122	1	100	0	0	0	3	0	}
{	5124	Waterlooplein	51225123	1	100	0	0	0	3	0	}
{	5125	Nieuwmarkt	51235124	1	100	0	0	0	3	0	}
{	5126	Centraal_Station	51235124	10000	100	0	0	0	3	0	}
{	5301	Gaasperplas	53005301	1	100	0	0	0	3	0	}
{	5302	Kraaiennest_station	53015302	1	100	0	0	0	3	0	}
{	5303	Station_Ganzenhoef	53025303	1	100	0	0	0	3	0	}
{	5304	Verrijn_Stuartweg	53035304	1	100	0	0	0	3	0	}
{	5305	Station_Diemen-Zuid	53045305	1	100	0	0	0	3	0	}
{	5306	Venserpolder	53055013	1	100	0	0	0	3	0	}
{	25001	Isolatorweg	50015000	4000	100	0	0	0	3	0	}
{	25002	Station_Sloterdijk	50025001	10000	100	0	0	0	3	0	}
{	25003	Burg_De_Vlugtlaan	50035002	10000	100	0	0	0	3	0	}
{	25004	Jan_van_Galenstraat	50045003	4000	100	0	0	0	3	0	}
{	25005	Postjesweg	50055004	10000	100	0	0	0	3	0	}
{	25006	Station_Lelylaan	50065005	4000	100	0	0	0	3	0	}
{	25007	Heemstedestraat	50075006	10000	100	0	0	0	3	0	}
{	25008	Henk_Sneevlietweg	50085007	10000	100	0	0	0	3	0	}
{	25009	Amstelreenseweg	50095008	16000	100	0	0	0	3	0	}
{	25010	Station_Zuid	50105009	10000	100	0	0	0	3	0	}
{	25011	Station_RAI	50115010	16100	100	0	0	0	3	0	}
{	25012	Overamstel	50115010	1	100	0	0	0	3	0	}
{	25013	Van_der_Madeweg	501350132	1	100	0	0	0	3	0	}
{	25014	Station_Duivendrecht	50145013	1	100	0	0	0	3	0	}
{	25015	Strandvliet	50155014	1	100	0	0	0	3	0	}
{	25016	Station_Bijlmer_ArenA	50165015	1	100	0	0	0	3	0	}
{	25017	Bullewijk	50175016	1	100	0	0	0	3	0	}
{	25018	Station_Holendrecht	50185017	1	100	0	0	0	3	0	}
{	25019	Reigersbos	50195018	1	100	0	0	0	3	0	}
{	25020	Gein	50205019	1	100	0	0	0	3	0	}
{	25101	Westwijk	51015100	4000	100	0	0	0	3	0	}
{	25102	Sacharovlaan	51025101	4000	100	0	0	0	3	0	}
{	25103	Spinnerij	51035102	4000	100	0	0	0	3	0	}
{	25104	Poortwachter	51045103	10000	100	0	0	0	3	0	}
{	25105	Brink	51055104	4000	100	0	0	0	3	0	}
{	25106	Meent	51065105	4000	100	0	0	0	3	0	}
{	25107	Gondel	51075106	4000	100	0	0	0	3	0	}
{	25108	Marne	51085107	4000	100	0	0	0	3	0	}
{	25109	Sportlaan	51095108	4000	100	0	0	0	3	0	}
{	25110	Ouderkerkerlaan	51105109	4000	100	0	0	0	3	0	}
{	25111	Amstelveen_centrum	51115110	4000	100	0	0	0	3	0	}
{	25112	Oranjebaan	51125111	4000	100	0	0	0	3	0	}
{	25113	Onderuit	51135112	4000	100	0	0	0	3	0	}
{	25114	Zonnestein	51145113	4000	100	0	0	0	3	0	}
{	25115	Kronenburg	51155114	10000	100	0	0	0	3	0	}
{	25116	Uilenstede	51165115	4000	100	0	0	0	3	0	}
{	25117	Van_Boshuizenstraat	51175116	4000	100	0	0	0	3	0	}
{	25118	A.J._Ernststraat	51185117	10000	100	0	0	0	3	0	}
{	25119	De_Boelelaan/VU	50095118	10000	100	0	0	0	3	0	}
{	25120	Spaklerweg	51195012	10000	100	0	0	0	3	0	}
{	25121	Amstelstation	51205119	10000	100	0	0	0	3	0	}
{	25122	Wibautstraat	51215120	4000	100	0	0	0	3	0	}
{	25123	Weesperplein	51225121	10000	100	0	0	0	3	0	}
{	25124	Waterlooplein	51235122	4000	100	0	0	0	3	0	}
{	25125	Nieuwmarkt	51245123	4000	100	0	0	0	3	0	}
{	25126	Centraal_Station	51245123	1	100	0	0	0	3	0	}
{	25301	Gaasperplas	53015300	4000	100	0	0	0	3	0	}
{	25302	Kraaiennest_station	53025301	10000	100	0	0	0	3	0	}
{	25303	Station_Ganzenhoef	53035302	4000	100	0	0	0	3	0	}
{	25304	Verrijn_Stuartweg	53045303	10000	100	0	0	0	3	0	}
{	25305	Station_Diemen-Zuid	53055304	4000	100	0	0	0	3	0	}
{	25306	Venserpolder	50135305	10000	100	0	0	0	3	0	}

stops_distances: 104	
format:	1											
{	5001	1		
	{	25001	0	}
}				
				
{	5002	1		
	{	25002	0	}
}				
				
{	5003	1		
	{	25003	0	}
}				
				
{	5004	1		
	{	25004	0	}
}				


{	5005	1		
	{	25005	0	}
}				
				
{	5006	1		
	{	25006	0	}
}				
				
{	5007	1		
	{	25007	0	}
}				
				
{	5008	1		
	{	25008	0	}
}				
				
{	5009	1		
	{	25009	0	}
}				
				
{	5010	1		
	{	25010	0	}
}				
				
{	5011	1		
	{	25011	0	}
}				
				
{	5012	1		
	{	25012	0	}
}				
				
{	5013	1		
	{	25013	0	}
}				
				
{	5014	1		
	{	25014	0	}
}				
				
{	5015	1		
	{	25015	0	}
}				
				
{	5016	1		
	{	25016	0	}
}				
				
{	5017	1		
	{	25017	0	}
}				
				
{	5018	1		
	{	25018	0	}
}				
				
{	5019	1		
	{	25019	0	}
}				
				
{	5020	1		
	{	25020	0	}
}				
				
{	25001	1		
	{	5001	0	}
}				
				
{	25002	1		
	{	5002	0	}
}				
				
{	25003	1		
	{	5003	0	}
}				
				
{	25004	1		
	{	5004	0	}
}				
				
{	25005	1		
	{	5005	0	}
}				
				
{	25006	1		
	{	5006	0	}
}				
				
{	25007	1		
	{	5007	0	}
}				
				
{	25008	1		
	{	5008	0	}
}				
				
{	25009	1		
	{	5009	0	}
}				
				
{	25010	1		
	{	5010	0	}
}				
				
{	25011	1		
	{	5011	0	}
}				
				
{	25012	1		
	{	5012	0	}
}				
				
{	25013	1		
	{	5013	0	}
}				
				
{	25014	1		
	{	5014	0	}
}				
				
{	25015	1		
	{	5015	0	}
}				
				
{	25016	1		
	{	5016	0	}
}				
				
{	25017	1		
	{	5017	0	}
}				
				
{	25018	1		
	{	5018	0	}
}				
				
{	25019	1		
	{	5019	0	}
}				
				
{	25020	1		
	{	5020	0	}
}				
				
{	5101	1		
	{	25101	0	}
}				
				
{	5102	1		
	{	25102	0	}
}				
				
{	5103	1		
	{	25103	0	}
}				
				
{	5104	1		
	{	25104	0	}
}				
				
{	5105	1		
	{	25105	0	}
}				
				
{	5106	1		
	{	25106	0	}
}				
				
{	5107	1		
	{	25107	0	}
}				
				
{	5108	1		
	{	25108	0	}
}				
				
{	5109	1		
	{	25109	0	}
}				
				
{	5110	1		
	{	25110	0	}
}				
				
{	5111	1		
	{	25111	0	}
}				
				
{	5112	1		
	{	25112	0	}
}				
				
{	5113	1		
	{	25113	0	}
}				
				
{	5114	1		
	{	25114	0	}
}				
				
{	5115	1		
	{	25115	0	}
}				
				
{	5116	1		
	{	25116	0	}
}				
				
{	5117	1		
	{	25117	0	}
}				
				
{	5118	1		
	{	25118	0	}
}				
				
{	5119	1		
	{	25119	0	}
}				
				
{	5120	1		
	{	25120	0	}
}				
				
{	5121	1		
	{	25121	0	}
}				
				
{	5122	1		
	{	25122	0	}
}				
				
{	5123	1		
	{	25123	0	}
}				
				
{	5124	1		
	{	25124	0	}
}				
				
{	5125	1		
	{	25125	0	}
}				
				
{	5126	1		
	{	25126	0	}
}				
				
{	25101	1		
	{	5101	0	}
}				
				
{	25102	1		
	{	5102	0	}
}				
				
{	25103	1		
	{	5103	0	}
}				
				
{	25104	1		
	{	5104	0	}
}				
				
{	25105	1		
	{	5105	0	}
}				
				
{	25106	1		
	{	5106	0	}
}				
				
{	25107	1		
	{	5107	0	}
}				
				
{	25108	1		
	{	5108	0	}
}				
				
{	25109	1		
	{	5109	0	}
}				
				
{	25110	1		
	{	5110	0	}
}				
				
{	25111	1		
	{	5111	0	}
}				
				
{	25112	1		
	{	5112	0	}
}				
				
{	25113	1		
	{	5113	0	}
}				
				
{	25114	1		
	{	5114	0	}
}				
				
{	25115	1		
	{	5115	0	}
}				
				
{	25116	1		
	{	5116	0	}
}				
				
{	25117	1		
	{	5117	0	}
}				
				
{	25118	1		
	{	5118	0	}
}				
				
{	25119	1		
	{	5119	0	}
}				
				
{	25120	1		
	{	5120	0	}
}				
				
{	25121	1		
	{	5121	0	}
}				
				
{	25122	1		
	{	5122	0	}
}				
				
{	25123	1		
	{	5123	0	}
}				
				
{	25124	1		
	{	5124	0	}
}				
				
{	25125	1		
	{	5125	0	}
}				
				
{	25126	1		
	{	5126	0	}
}				
				
{	5301	1		
	{	25301	0	}
}				
				
{	5302	1		
	{	25302	0	}
}				
				
{	5303	1		
	{	25303	0	}
}				
				
{	5304	1		
	{	25304	0	}
}				
				
{	5305	1		
	{	25305	0	}
}				
				
{	5306	1		
	{	25306	0	}
}				
				
{	25301	1		
	{	5301	0	}
}				
				
{	25302	1		
	{	5302	0	}
}				
				
{	25303	1		
	{	5303	0	}
}				
				
{	25304	1		
	{	5304	0	}
}				
				
{	25305	1		
	{	5305	0	}
}				
				
{	25306	1		
	{	5306	0	}
}				
				
stops_walking_times: 0								

lines: 8
{	50	250	Metro_50NS	5021	5022	50	4	0	0	0	0																																																					
	20	{	5001	5002	5003	5004	5005	5006	5007	5008	5009	5010	5011	5012	5013	5014	5015	5016	5017	5018	5019	5020	}	20	{	5001	5002	5003	5004	5005	5006	5007	5008	5009	5010	5011	5012	5013	5014	5015	5016	5017	5018	5019	5020	}																		
}																																																																
																																																																
{	250	50	Metro_50SN	5023	5024	250	4	0	0	0	0																																																					
	20	{	25020	25019	25018	25017	25016	25015	25014	25013	25012	25011	25010	25009	25008	25007	25006	25005	25004	25003	25002	25001	}	20	{	25020	25019	25018	25017	25016	25015	25014	25013	25012	25011	25010	25009	25008	25007	25006	25005	25004	25003	25002	25001	}																		
}																																																																
																																																																
{	51	251	Metro_51SN	5130	5131	51	4	0	0	0	0																																																					
	29	{	5101	5102	5103	5104	5105	5106	5107	5108	5109	5110	5111	5112	5113	5114	5115	5116	5117	5118	5119	5010	5011	5012	5120	5121	5122	5123	5124	5125	5126	}	29	{	5101	5102	5103	5104	5105	5106	5107	5108	5109	5110	5111	5112	5113	5114	5115	5116	5117	5118	5119	5010	5011	5012	5120	5121	5122	5123	5124	5125	5126	}
}																																																																
																																																																
{	251	51	Metro_51NS	5132	5133	251	4	0	0	0	0																																																					
	29	{	25126	25125	25124	25123	25122	25121	25120	25012	25011	25010	25119	25118	25117	25116	25115	25114	25113	25112	25111	25110	25109	25108	25107	25106	25105	25104	25103	25102	25101	}	29	{	25126	25125	25124	25123	25122	25121	25120	25012	25011	25010	25119	25118	25117	25116	25115	25114	25113	25112	25111	25110	25109	25108	25107	25106	25105	25104	25103	25102	25101	}
}																																																																
																																																																
{	53	253	Metro_53SN	5310	5131	53	4	0	0	0	0																																																					
	14	{	5301	5302	5303	5304	5305	5306	25013	5120	5121	5122	5123	5124	5125	5126	}	14	{	5301	5302	5303	5304	5305	5306	25013	5120	5121	5122	5123	5124	5125	5126	}																														
}																																																																
																																																																
{	253	53	Metro_53NS	5132	5311	253	4	0	0	0	0																																																					
	14	{	25126	25125	25124	25123	25122	25121	25120	5013	25306	25305	25304	25303	25302	25301	}	14	{	25126	25125	25124	25123	25122	25121	25120	5013	25306	25305	25304	25303	25302	25301	}																														
}																																																																
																																																																
{	54	254	Metro_54SN	5023	5131	54	4	0	0	0	0																																																					
	15	{	25020	25019	25018	25017	25016	25015	25014	25013	5120	5121	5122	5123	5124	5125	5126	}	15	{	25020	25019	25018	25017	25016	25015	25014	25013	5120	5121	5122	5123	5124	5125	5126	}																												
}																																																																
																																																																
{	254	54	Metro_54NS	5132	5022	254	4	0	0	0	0																																																					
	15	{	25126	25125	25124	25123	25122	25121	25120	5013	5014	5015	5016	5017	5018	5019	5020	}	15	{	25126	25125	25124	25123	25122	25121	25120	5013	5014	5015	5016	5017	5018	5019	5020	}																												
}																																																																
																																																																
																																																																
																																																																																																																																																																																																																																																																																															
trips:	8																																																		
format:	3
{	50	20	{	0	120	120	120	60	120	60	120	180	180	60	180	180	60	120	120	60	120	60	120	}	180	450	32	}									
{	250	20	{	0	120	120	120	60	120	60	120	120	180	120	180	120	120	60	120	60	120	120	60	}	180	450	32	}									
																																					
{	51	29	{	0	60	60	120	60	60	60	60	60	60	120	60	60	60	60	120	60	120	60	240	60	180	180	60	120	60	120	60	120	}	360	450	32	}
{	251	29	{	0	60	60	120	60	120	120	120	180	120	120	120	60	60	120	60	60	60	60	60	60	60	60	60	60	120	60	60	60	}	180	450	32	}
																																					
{	53	14	{	0	60	120	60	120	60	180	120	60	120	60	120	60	120	}	300	450	32	}															
{	253	14	{	0	60	60	120	60	120	120	120	120	60	120	60	120	60	}	60	450	32	}															
																																					
{	54	15	{	0	120	120	120	60	120	60	120	120	60	120	60	120	60	120	}	360	450	32	}														
{	254	15	{	0	60	60	120	60	120	120	120	60	120	120	60	120	60	120	}	360	450	32	}														

																																																																																																																																																																																																																																						
travel_time_disruptions: 	0
